date_index	rsrp	rsrq	wbcqi	macStats_phr	dlCqiReport_sfnSn	macStats_totalBytesSdusDl	macStats_totalTbsUl	macStats_mcs1Ul	macStats_totalPduDl	macStats_totalBytesSdusUl	macStats_tbsDl	macStats_totalPrbUl	macStats_macSdusDl_sduLength	macStats_macSdusDl_lcid	macStats_prbUl	macStats_totalPduUl	macStats_mcs1Dl	macStats_mcs2Dl	macStats_prbDl	macStats_totalPrbDl	macStats_prbRetxDl	macStats_totalTbsDl	ulCqiReport_sfnSn	pdcpStats_pktRx	pdcpStats_pktRxW	pdcpStats_pktRxAiatW	pdcpStats_pktRxOo	pdcpStats_pktRxBytesW	pdcpStats_pktRxSn	pdcpStats_pktTxBytesW	pdcpStats_pktTxSn	pdcpStats_pktTxBytes	pdcpStats_pktRxAiat	pdcpStats_pktRxBytes	pdcpStats_pktTx	pdcpStats_pktTxW	pdcpStats_pktTxAiatW	pdcpStats_sfn	pdcpStats_pktTxAiat	rnti	quality
5103	-104	-3	12	23	1398	6659	672718	10	1205	2235315	7	32056	2	1	0	10618	23	0	3	3670	0	12759	1398	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1168233	1039956	20457	0
5102	-100	-2	12	22	1318	6657	672592	10	1204	2235189	7	32050	2	1	0	10616	23	0	3	3667	0	12752	1318	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1168183	1039956	20457	0
5101	-100	-2	12	25	1238	6657	672466	10	1204	2235063	7	32044	2	1	0	10614	23	0	3	3667	0	12752	1238	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1168133	1039956	20457	0
5100	-100	-2	13	30	1158	6657	672403	10	1204	2234937	7	32041	2	1	0	10612	25	0	3	3667	0	12752	1158	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1168083	1039956	20457	0
5099	-100	-2	15	32	1078	6657	672277	10	1204	2234811	7	32035	2	1	0	10610	28	0	3	3667	0	12752	1078	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1168033	1039956	20457	0
5098	-100	-2	15	34	998	6657	672151	10	1204	2234748	7	32029	2	1	0	10609	28	0	3	3667	0	12752	998	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167983	1039956	20457	0
5097	-101	-2	15	34	918	6655	672025	10	1203	2234559	7	32023	2	1	0	10606	28	0	3	3664	0	12745	918	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167933	1039956	20457	0
5096	-101	-2	15	35	838	6655	671899	10	1203	2234496	7	32017	2	1	0	10605	28	0	3	3664	0	12745	838	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167883	1039956	20457	0
5095	-101	-2	15	36	758	6655	671773	10	1203	2234370	7	32011	2	1	0	10603	28	0	3	3664	0	12745	758	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167833	1039956	20457	0
5094	-101	-2	15	37	678	6655	671647	10	1203	2234244	7	32005	2	1	0	10601	28	0	3	3664	0	12745	678	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167783	1039956	20457	0
5093	-103	-2	15	38	518	6653	671395	10	1202	2233992	7	31993	2	1	0	10597	28	0	3	3661	0	12738	518	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167683	1039956	20457	0
5092	-103	-2	15	36	438	6653	671332	10	1202	2233866	7	31990	2	1	0	10595	28	0	3	3661	0	12738	438	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167633	1039956	20457	0
5091	-103	-2	15	35	358	6653	671206	10	1202	2233803	7	31984	2	1	0	10594	28	0	3	3661	0	12738	358	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167583	1039956	20457	0
5090	-103	-2	13	32	278	6653	671080	10	1202	2233677	7	31978	2	1	0	10592	25	0	3	3661	0	12738	278	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167533	1039956	20457	0
5089	-100	-2	13	33	198	6651	670954	10	1201	2233551	7	31972	2	1	0	10590	25	0	3	3658	0	12731	198	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167483	1039956	20457	0
5088	-100	-2	13	35	118	6651	670828	10	1201	2233425	7	31966	2	1	0	10588	25	0	3	3658	0	12731	118	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167433	1039956	20457	0
5087	-100	-2	15	34	38	6651	670702	10	1201	2233299	7	31960	2	1	0	10586	28	0	3	3658	0	12731	38	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167383	1039956	20457	0
5086	-100	-2	15	32	16342	6651	670576	10	1201	2233173	7	31954	2	1	0	10584	28	0	3	3658	0	12731	16342	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167333	1039956	20457	0
5085	-100	-2	15	30	16262	6651	670513	10	1201	2233047	7	31951	2	1	0	10582	28	0	3	3658	0	12731	16262	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167283	1039956	20457	0
5084	-99	-3	15	31	16182	6649	670324	10	1200	2232921	7	31942	2	1	0	10580	28	0	3	3655	0	12724	16182	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167233	1039956	20457	0
5083	-99	-3	15	32	16022	6649	670135	10	1200	2232732	7	31933	2	1	0	10577	28	0	3	3655	0	12724	16022	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167133	1039956	20457	0
5082	-99	-3	15	32	15942	6649	670009	10	1200	2232606	7	31927	2	1	0	10575	28	0	3	3655	0	12724	15942	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167083	1039956	20457	0
5081	-99	-3	15	38	15862	6649	669883	10	1200	2232480	7	31921	2	1	0	10573	28	0	3	3655	0	12724	15862	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1167033	1039956	20457	0
5080	-100	-2	15	39	15782	6647	669757	10	1199	2232354	7	31915	2	1	0	10571	28	0	3	3652	0	12717	15782	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166983	1039956	20457	0
5079	-100	-2	15	40	15702	6647	669631	10	1199	2232228	7	31909	2	1	0	10569	28	0	3	3652	0	12717	15702	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166933	1039956	20457	0
5078	-100	-2	15	40	15622	6647	669568	10	1199	2232102	7	31906	2	1	0	10567	28	0	3	3652	0	12717	15622	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166883	1039956	20457	0
5077	-100	-2	15	39	15542	6647	669442	10	1199	2231976	7	31900	2	1	0	10565	28	0	3	3652	0	12717	15542	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166833	1039956	20457	0
5076	-100	-2	15	36	15462	6647	669316	10	1199	2231913	7	31894	2	1	0	10564	28	0	3	3652	0	12717	15462	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166783	1039956	20457	0
5075	-100	-3	15	34	15382	6645	669190	10	1198	2231724	7	31888	2	1	0	10561	28	0	3	3649	0	12710	15382	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166733	1039956	20457	0
5074	-100	-3	15	33	15302	6645	669064	10	1198	2231661	7	31882	2	1	0	10560	28	0	3	3649	0	12710	15302	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166683	1039956	20457	0
5073	-100	-3	15	37	15142	6645	668812	10	1198	2231409	7	31870	2	1	0	10556	28	0	3	3649	0	12710	15142	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166583	1039956	20457	0
5072	-102	-2	15	38	15062	6643	668749	10	1197	2231283	7	31867	2	1	0	10554	28	0	3	3646	0	12703	15062	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166533	1039956	20457	0
5071	-102	-2	15	38	14982	6643	668560	10	1197	2231157	7	31858	2	1	0	10552	28	0	3	3646	0	12703	14982	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166483	1039956	20457	0
5070	-102	-2	15	38	14902	6643	668497	10	1197	2231031	7	31855	2	1	0	10550	28	0	3	3646	0	12703	14902	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166433	1039956	20457	0
5069	-102	-2	15	36	14822	6643	668371	10	1197	2230968	7	31849	2	1	0	10549	28	0	3	3646	0	12703	14822	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166383	1039956	20457	0
5068	-102	-2	15	33	14742	6643	668245	10	1197	2230842	7	31843	2	1	0	10547	28	0	3	3646	0	12703	14742	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166333	1039956	20457	0
5067	-103	-3	15	31	14662	6641	668119	10	1196	2230716	7	31837	2	1	0	10545	28	0	3	3643	0	12696	14662	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166283	1039956	20457	0
5066	-103	-3	15	28	14582	6641	667993	10	1196	2230590	7	31831	2	1	0	10543	28	0	3	3643	0	12696	14582	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166233	1039956	20457	0
5065	-103	-3	15	26	14502	6641	667867	10	1196	2230464	7	31825	2	1	0	10541	28	0	3	3643	0	12696	14502	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166183	1039956	20457	0
5064	-103	-3	15	24	14422	6641	667741	10	1196	2230338	7	31819	2	1	0	10539	28	0	3	3643	0	12696	14422	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166133	1039956	20457	0
5063	-99	-2	13	22	14262	6639	667489	10	1195	2230086	7	31807	2	1	0	10535	25	0	3	3640	0	12689	14262	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1166033	1039956	20457	0
5062	-99	-2	13	24	14182	6639	667426	10	1195	2229960	7	31804	2	1	0	10533	25	0	3	3640	0	12689	14182	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165983	1039956	20457	0
5061	-99	-2	12	27	14102	6639	667300	10	1195	2229897	7	31798	2	1	0	10532	23	0	3	3640	0	12689	14102	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165933	1039956	20457	0
5060	-99	-2	13	31	14022	6639	667174	10	1195	2229771	7	31792	2	1	0	10530	25	0	3	3640	0	12689	14022	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165883	1039956	20457	0
5059	-99	-2	15	35	13942	6639	667048	10	1195	2229645	7	31786	2	1	0	10528	28	0	3	3640	0	12689	13942	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165833	1039956	20457	0
5058	-97	-2	15	35	13862	6637	666922	10	1194	2229519	7	31780	2	1	0	10526	28	0	3	3637	0	12682	13862	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165783	1039956	20457	0
5057	-97	-2	15	38	13782	6637	666796	10	1194	2229393	7	31774	2	1	0	10524	28	0	3	3637	0	12682	13782	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165733	1039956	20457	0
5056	-97	-2	15	39	13702	6637	666733	10	1194	2229267	7	31771	2	1	0	10522	28	0	3	3637	0	12682	13702	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165683	1039956	20457	0
5055	-97	-2	15	40	13622	6637	666607	10	1194	2229141	7	31765	2	1	0	10520	28	0	3	3637	0	12682	13622	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165633	1039956	20457	0
5054	-97	-2	15	40	13542	6637	666481	10	1194	2229078	7	31759	2	1	0	10519	28	0	3	3637	0	12682	13542	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165583	1039956	20457	0
5053	-101	-3	15	40	13382	6635	666229	10	1193	2228826	7	31747	2	1	0	10515	28	0	3	3634	0	12675	13382	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165483	1039956	20457	0
5052	-101	-3	15	40	13302	6635	666103	10	1193	2228700	7	31741	2	1	0	10513	28	0	3	3634	0	12675	13302	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165433	1039956	20457	0
5051	-101	-3	15	40	13222	6635	665977	10	1193	2228574	7	31735	2	1	0	10511	28	0	3	3634	0	12675	13222	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165383	1039956	20457	0
5050	-105	-3	15	40	13142	6633	665914	10	1192	2228448	7	31732	2	1	0	10509	28	0	3	3631	0	12668	13142	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165333	1039956	20457	0
5049	-105	-3	15	40	13062	6633	665725	10	1192	2228322	7	31723	2	1	0	10507	28	0	3	3631	0	12668	13062	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165283	1039956	20457	0
5048	-105	-3	15	40	12982	6633	665662	10	1192	2228196	7	31720	2	1	0	10505	28	0	3	3631	0	12668	12982	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165233	1039956	20457	0
5047	-105	-3	15	40	12902	6633	665536	10	1192	2228133	7	31714	2	1	0	10504	28	0	3	3631	0	12668	12902	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165183	1039956	20457	0
5046	-105	-3	15	38	12822	6633	665410	10	1192	2228007	7	31708	2	1	0	10502	28	0	3	3631	0	12668	12822	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165133	1039956	20457	0
5045	-103	-2	15	37	12742	6631	665284	10	1191	2227881	7	31702	2	1	0	10500	28	0	3	3628	0	12661	12742	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1165083	1039956	20457	0
5044	-103	-2	13	33	12582	6631	665032	10	1191	2227629	7	31690	2	1	0	10496	25	0	3	3628	0	12661	12582	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164983	1039956	20457	0
5043	-103	-2	13	31	12502	6631	664906	10	1191	2227503	7	31684	2	1	0	10494	25	0	3	3628	0	12661	12502	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164933	1039956	20457	0
5042	-103	-2	12	33	12422	6631	664843	10	1191	2227377	7	31681	2	1	0	10492	23	0	3	3628	0	12661	12422	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164883	1039956	20457	0
5041	-100	-2	14	34	12342	6629	664654	10	1190	2227251	7	31672	2	1	0	10490	27	0	3	3625	0	12654	12342	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164833	1039956	20457	0
5040	-100	-2	15	33	12262	6629	664591	10	1190	2227125	7	31669	2	1	0	10488	28	0	3	3625	0	12654	12262	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164783	1039956	20457	0
5039	-100	-2	15	32	12182	6629	664465	10	1190	2227062	7	31663	2	1	0	10487	28	0	3	3625	0	12654	12182	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164733	1039956	20457	0
5038	-100	-2	15	31	12102	6629	664339	10	1190	2226936	7	31657	2	1	0	10485	28	0	3	3625	0	12654	12102	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164683	1039956	20457	0
5037	-100	-2	15	27	12022	6629	664213	10	1190	2226810	7	31651	2	1	0	10483	28	0	3	3625	0	12654	12022	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164633	1039956	20457	0
5036	-100	-2	15	26	11942	6627	664087	10	1189	2226684	7	31645	2	1	0	10481	28	0	3	3622	0	12647	11942	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164583	1039956	20457	0
5035	-100	-2	15	26	11862	6627	663961	10	1189	2226558	7	31639	2	1	0	10479	28	0	3	3622	0	12647	11862	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164533	1039956	20457	0
5034	-100	-2	15	29	11702	6627	663772	10	1189	2226306	7	31630	2	1	0	10475	28	0	3	3622	0	12647	11702	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164433	1039956	20457	0
5033	-100	-2	15	31	11622	6627	663646	10	1189	2226243	7	31624	2	1	0	10474	28	0	3	3622	0	12647	11622	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164383	1039956	20457	0
5032	-97	-2	15	33	11542	6625	663520	10	1188	2226054	7	31618	2	1	0	10471	28	0	3	3619	0	12640	11542	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164333	1039956	20457	0
5031	-97	-2	15	33	11462	6625	663394	10	1188	2225991	7	31612	2	1	0	10470	28	0	3	3619	0	12640	11462	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164283	1039956	20457	0
5030	-97	-2	15	35	11382	6625	663268	10	1188	2225865	7	31606	2	1	0	10468	28	0	3	3619	0	12640	11382	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164233	1039956	20457	0
5029	-97	-2	15	33	11302	6625	663142	10	1188	2225739	7	31600	2	1	0	10466	28	0	3	3619	0	12640	11302	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164183	1039956	20457	0
5028	-98	-2	15	34	11222	6623	663079	10	1187	2225613	7	31597	2	1	0	10464	28	0	3	3616	0	12633	11222	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164133	1039956	20457	0
5027	-98	-2	15	34	11142	6623	662890	10	1187	2225487	7	31588	2	1	0	10462	28	0	3	3616	0	12633	11142	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164083	1039956	20457	0
5026	-98	-2	15	34	11062	6623	662827	10	1187	2225361	7	31585	2	1	0	10460	28	0	3	3616	0	12633	11062	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1164033	1039956	20457	0
5025	-98	-2	15	34	10982	6623	662701	10	1187	2225298	7	31579	2	1	0	10459	28	0	3	3616	0	12633	10982	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163983	1039956	20457	0
5024	-97	-2	15	29	10822	6621	662449	10	1186	2225046	7	31567	2	1	0	10455	28	0	3	3613	0	12626	10822	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163883	1039956	20457	0
5023	-97	-2	15	27	10742	6621	662323	10	1186	2224920	7	31561	2	1	0	10453	28	0	3	3613	0	12626	10742	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163833	1039956	20457	0
5022	-97	-2	15	26	10662	6621	662197	10	1186	2224794	7	31555	2	1	0	10451	28	0	3	3613	0	12626	10662	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163783	1039956	20457	0
5021	-97	-2	15	28	10582	6621	662071	10	1186	2224668	7	31549	2	1	0	10449	28	0	3	3613	0	12626	10582	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163733	1039956	20457	0
5020	-97	-2	15	31	10502	6621	662008	10	1186	2224542	7	31546	2	1	0	10447	28	0	3	3613	0	12626	10502	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163683	1039956	20457	0
5019	-97	-2	15	32	10422	6619	661819	10	1185	2224416	7	31537	2	1	0	10445	28	0	3	3610	0	12619	10422	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163633	1039956	20457	0
5018	-97	-2	15	32	10342	6619	661756	10	1185	2224290	7	31534	2	1	0	10443	28	0	3	3610	0	12619	10342	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163583	1039956	20457	0
5017	-97	-2	15	32	10262	6619	661630	10	1185	2224227	7	31528	2	1	0	10442	28	0	3	3610	0	12619	10262	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163533	1039956	20457	0
5016	-97	-2	15	32	10182	6619	661504	10	1185	2224101	7	31522	2	1	0	10440	28	0	3	3610	0	12619	10182	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163483	1039956	20457	0
5015	-97	-2	15	29	10102	6619	661378	10	1185	2223975	7	31516	2	1	0	10438	28	0	3	3610	0	12619	10102	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163433	1039956	20457	0
5014	-100	-3	15	30	9942	6617	661126	10	1184	2223723	7	31504	2	1	0	10434	28	0	3	3607	0	12612	9942	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163333	1039956	20457	0
5013	-100	-3	15	29	9862	6617	661063	10	1184	2223597	7	31501	2	1	0	10432	28	0	3	3607	0	12612	9862	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163283	1039956	20457	0
5012	-100	-3	15	27	9782	6617	660937	10	1184	2223471	7	31495	2	1	0	10430	28	0	3	3607	0	12612	9782	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163233	1039956	20457	0
5011	-100	-3	15	26	9702	6617	660811	10	1184	2223408	7	31489	2	1	0	10429	28	0	3	3607	0	12612	9702	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163183	1039956	20457	0
5010	-105	-4	15	26	9622	6615	660685	10	1183	2223219	7	31483	2	1	0	10426	28	0	3	3604	0	12605	9622	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163133	1039956	20457	0
5009	-105	-4	15	27	9542	6615	660559	10	1183	2223156	7	31477	2	1	0	10425	28	0	3	3604	0	12605	9542	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163083	1039956	20457	0
5008	-105	-4	15	27	9462	6615	660433	10	1183	2223030	7	31471	2	1	0	10423	28	0	3	3604	0	12605	9462	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1163033	1039956	20457	0
5007	-105	-4	15	28	9382	6615	660307	10	1183	2222904	7	31465	2	1	0	10421	28	0	3	3604	0	12605	9382	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162983	1039956	20457	0
5006	-103	-3	14	27	9302	6613	660244	10	1182	2222778	7	31462	2	1	0	10419	27	0	3	3601	0	12598	9302	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162933	1039956	20457	0
5005	-103	-3	13	26	9222	6613	660055	10	1182	2222652	7	31453	2	1	0	10417	25	0	3	3601	0	12598	9222	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162883	1039956	20457	0
5004	-103	-3	12	27	9062	6613	659866	10	1182	2222463	7	31444	2	1	0	10414	23	0	3	3601	0	12598	9062	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162783	1039956	20457	0
5003	-103	-3	13	30	8982	6613	659740	10	1182	2222337	7	31438	2	1	0	10412	25	0	3	3601	0	12598	8982	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162733	1039956	20457	0
5002	-105	-3	13	33	8902	6611	659614	10	1181	2222211	7	31432	2	1	0	10410	25	0	3	3598	0	12591	8902	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162683	1039956	20457	0
5001	-105	-3	15	35	8822	6611	659488	10	1181	2222085	7	31426	2	1	0	10408	28	0	3	3598	0	12591	8822	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162633	1039956	20457	0
5000	-105	-3	15	36	8742	6611	659362	10	1181	2221959	7	31420	2	1	0	10406	28	0	3	3598	0	12591	8742	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162583	1039956	20457	0
4999	-105	-3	15	35	8662	6611	659236	10	1181	2221833	7	31414	2	1	0	10404	28	0	3	3598	0	12591	8662	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162533	1039956	20457	0
4998	-105	-3	14	34	8582	6611	659173	10	1181	2221707	7	31411	2	1	0	10402	27	0	3	3598	0	12591	8582	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162483	1039956	20457	0
4997	-102	-3	13	32	8502	6609	658984	10	1180	2221581	7	31402	2	1	0	10400	25	0	3	3595	0	12584	8502	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162433	1039956	20457	0
4996	-102	-3	13	30	8422	6609	658921	10	1180	2221455	7	31399	2	1	0	10398	25	0	3	3595	0	12584	8422	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162383	1039956	20457	0
4995	-102	-3	13	30	8342	6609	658795	10	1180	2221392	7	31393	2	1	0	10397	25	0	3	3595	0	12584	8342	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162333	1039956	20457	0
4994	-102	-3	15	31	8182	6609	658543	10	1180	2221140	7	31381	2	1	0	10393	28	0	3	3595	0	12584	8182	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162233	1039956	20457	0
4993	-100	-3	15	30	8102	6607	658417	10	1179	2221014	7	31375	2	1	0	10391	28	0	3	3592	0	12577	8102	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162183	1039956	20457	0
4992	-100	-3	15	31	8022	6607	658291	10	1179	2220888	7	31369	2	1	0	10389	28	0	3	3592	0	12577	8022	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162133	1039956	20457	0
4991	-100	-3	15	31	7942	6607	658228	10	1179	2220762	7	31366	2	1	0	10387	28	0	3	3592	0	12577	7942	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162083	1039956	20457	0
4990	-100	-3	15	32	7862	6607	658102	10	1179	2220636	7	31360	2	1	0	10385	28	0	3	3592	0	12577	7862	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1162033	1039956	20457	0
4989	-100	-3	15	33	7782	6607	657976	10	1179	2220573	7	31354	2	1	0	10384	28	0	3	3592	0	12577	7782	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1161983	1039956	20457	0
4988	-99	-3	15	33	7702	6605	657850	10	1178	2220384	7	31348	2	1	0	10381	28	0	3	3589	0	12570	7702	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1161933	1039956	20457	0
4987	-99	-3	15	33	7622	6605	657724	10	1178	2220321	7	31342	2	1	0	10380	28	0	3	3589	0	12570	7622	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1161883	1039956	20457	0
4986	-99	-3	15	33	7542	6605	657598	10	1178	2220195	7	31336	2	1	0	10378	28	0	3	3589	0	12570	7542	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1161833	1039956	20457	0
4985	-99	-3	15	34	7462	6605	657472	10	1178	2220069	7	31330	2	1	0	10376	28	0	3	3589	0	12570	7462	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1161783	1039956	20457	0
4984	-104	-3	15	33	7302	6603	657220	10	1177	2219817	7	31318	2	1	0	10372	28	0	3	3586	0	12563	7302	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1161683	1039956	20457	0
4983	-104	-3	15	32	7222	6603	657157	10	1177	2219691	7	31315	2	1	0	10370	28	0	3	3586	0	12563	7222	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1161633	1039956	20457	0
4982	-104	-3	15	31	7142	6603	657031	10	1177	2219628	7	31309	2	1	0	10369	28	0	3	3586	0	12563	7142	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1161583	1039956	20457	0
4981	-104	-3	15	32	7062	6603	656905	10	1177	2219502	7	31303	2	1	0	10367	28	0	3	3586	0	12563	7062	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1161533	1039956	20457	0
4980	-103	-3	15	33	6982	6601	656779	10	1176	2219376	7	31297	2	1	0	10365	28	0	3	3583	0	12556	6982	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1161483	1039956	20457	0
4979	-103	-3	15	33	6902	6601	656653	10	1176	2219250	7	31291	2	1	0	10363	28	0	3	3583	0	12556	6902	1048	0	0	0	0	136	0	10	24558	1045636	63691	68	0	0	1161433	1039956	20457	0
